season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2018-2019,201923,06/08/19,Bay Area,Total_Coronavirus,0,0,
2018-2019,201923,06/08/19,Bay Area,Enterovirus_Rhinovirus,18,223,8.07
2018-2019,201923,06/08/19,Bay Area,HMPV,2,223,0.90
2018-2019,201923,06/08/19,Bay Area,Parainfluenza_1,0,223,0.00
2018-2019,201923,06/08/19,Bay Area,Parainfluenza_2,8,223,3.59
2018-2019,201923,06/08/19,Bay Area,Parainfluenza_3,14,223,6.28
2018-2019,201923,06/08/19,Bay Area,Parainfluenza_4,0,223,0.00
2018-2019,201923,06/08/19,Bay Area,Parainfluenza_UnknownType,0,223,0.00
2018-2019,201923,06/08/19,Bay Area,Total_Parainfluenza,22,223,9.87
2018-2019,201923,06/08/19,California,Influenza_A,18,1576,1.14
2018-2019,201923,06/08/19,California,Influenza_B,9,1576,0.57
2018-2019,201923,06/08/19,California,Total_Influenza,27,1576,1.71
2018-2019,201923,06/08/19,California,RSV,15,1533,0.98
2018-2019,201923,06/08/19,California,Adenovirus,80,1400,5.71
2018-2019,201923,06/08/19,California,Coronavirus_HKU1,1,979,0.10
2018-2019,201923,06/08/19,California,Coronavirus_NL63,0,979,0.00
2018-2019,201923,06/08/19,California,Coronavirus_OC43,2,979,0.20
2018-2019,201923,06/08/19,California,Coronavirus_229E,0,979,0.00
2018-2019,201923,06/08/19,California,Coronavirus_UnknownType,12,979,1.23
2018-2019,201923,06/08/19,California,Total_Coronavirus,15,979,1.53
2018-2019,201923,06/08/19,California,Enterovirus_Rhinovirus,311,1400,22.21
2018-2019,201923,06/08/19,California,HMPV,26,1400,1.86
2018-2019,201923,06/08/19,California,Parainfluenza_1,3,1400,0.21
2018-2019,201923,06/08/19,California,Parainfluenza_2,9,1400,0.64
2018-2019,201923,06/08/19,California,Parainfluenza_3,123,1400,8.79
2018-2019,201923,06/08/19,California,Parainfluenza_4,0,1400,0.00
2018-2019,201923,06/08/19,California,Parainfluenza_UnknownType,0,1400,0.00
2018-2019,201923,06/08/19,California,Total_Parainfluenza,135,1400,9.64
2018-2019,201923,06/08/19,Central,Influenza_A,0,84,0.00
2018-2019,201923,06/08/19,Central,Influenza_B,0,84,0.00
2018-2019,201923,06/08/19,Central,Total_Influenza,0,84,0.00
2018-2019,201923,06/08/19,Central,RSV,1,87,1.15
2018-2019,201923,06/08/19,Central,Adenovirus,4,84,4.76
2018-2019,201923,06/08/19,Central,Coronavirus_HKU1,0,69,0.00
2018-2019,201923,06/08/19,Central,Coronavirus_NL63,0,69,0.00
2018-2019,201923,06/08/19,Central,Coronavirus_OC43,2,69,2.90
2018-2019,201923,06/08/19,Central,Coronavirus_229E,0,69,0.00
2018-2019,201923,06/08/19,Central,Coronavirus_UnknownType,8,69,11.59
2018-2019,201923,06/08/19,Central,Total_Coronavirus,10,69,14.49
2018-2019,201923,06/08/19,Central,Enterovirus_Rhinovirus,23,84,27.38
2018-2019,201923,06/08/19,Central,HMPV,1,84,1.19
2018-2019,201923,06/08/19,Central,Parainfluenza_1,0,84,0.00
2018-2019,201923,06/08/19,Central,Parainfluenza_2,0,84,0.00
2018-2019,201923,06/08/19,Central,Parainfluenza_3,2,84,2.38
2018-2019,201923,06/08/19,Central,Parainfluenza_4,0,84,0.00
2018-2019,201923,06/08/19,Central,Parainfluenza_UnknownType,0,84,0.00
2018-2019,201923,06/08/19,Central,Total_Parainfluenza,2,84,2.38
2018-2019,201923,06/08/19,Lower Southern,Influenza_A,6,158,3.80
2018-2019,201923,06/08/19,Lower Southern,Influenza_B,3,158,1.90
2018-2019,201923,06/08/19,Lower Southern,Total_Influenza,9,158,5.70
2018-2019,201923,06/08/19,Lower Southern,RSV,1,133,0.75
2018-2019,201923,06/08/19,Lower Southern,Adenovirus,7,94,7.45
2018-2019,201923,06/08/19,Lower Southern,Coronavirus_HKU1,1,94,1.06
2018-2019,201923,06/08/19,Lower Southern,Coronavirus_NL63,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Coronavirus_OC43,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Coronavirus_229E,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Coronavirus_UnknownType,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Total_Coronavirus,1,94,1.06
2018-2019,201923,06/08/19,Lower Southern,Enterovirus_Rhinovirus,30,94,31.91
2018-2019,201923,06/08/19,Lower Southern,HMPV,1,94,1.06
2018-2019,201923,06/08/19,Lower Southern,Parainfluenza_1,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Parainfluenza_2,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Parainfluenza_3,15,94,15.96
2018-2019,201923,06/08/19,Lower Southern,Parainfluenza_4,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Parainfluenza_UnknownType,0,94,0.00
2018-2019,201923,06/08/19,Lower Southern,Total_Parainfluenza,15,94,15.96
2018-2019,201923,06/08/19,Northern,Influenza_A,1,63,1.59
2018-2019,201923,06/08/19,Northern,Influenza_B,0,63,0.00
2018-2019,201923,06/08/19,Northern,Total_Influenza,1,63,1.59
2018-2019,201923,06/08/19,Northern,RSV,1,50,2.00
2018-2019,201923,06/08/19,Northern,Adenovirus,5,47,10.64
2018-2019,201923,06/08/19,Northern,Coronavirus_HKU1,0,0,
2018-2019,201923,06/08/19,Northern,Coronavirus_NL63,0,0,
2018-2019,201923,06/08/19,Northern,Coronavirus_OC43,0,0,
2018-2019,201923,06/08/19,Northern,Coronavirus_229E,0,0,
2018-2019,201923,06/08/19,Northern,Coronavirus_UnknownType,0,0,
2018-2019,201923,06/08/19,Northern,Total_Coronavirus,0,0,
2018-2019,201923,06/08/19,Northern,Enterovirus_Rhinovirus,0,47,0.00
2018-2019,201923,06/08/19,Northern,HMPV,0,47,0.00
2018-2019,201923,06/08/19,Northern,Parainfluenza_1,0,47,0.00
2018-2019,201923,06/08/19,Northern,Parainfluenza_2,0,47,0.00
2018-2019,201923,06/08/19,Northern,Parainfluenza_3,1,47,2.13
2018-2019,201923,06/08/19,Northern,Parainfluenza_4,0,47,0.00
2018-2019,201923,06/08/19,Northern,Parainfluenza_UnknownType,0,47,0.00
2018-2019,201923,06/08/19,Northern,Total_Parainfluenza,1,47,2.13
2018-2019,201923,06/08/19,Upper Southern,Influenza_A,1,385,0.26
2018-2019,201923,06/08/19,Upper Southern,Influenza_B,1,385,0.26
2018-2019,201923,06/08/19,Upper Southern,Total_Influenza,2,385,0.52
2018-2019,201923,06/08/19,Upper Southern,RSV,2,377,0.53
2018-2019,201923,06/08/19,Upper Southern,Adenovirus,9,314,2.87
2018-2019,201923,06/08/19,Upper Southern,Coronavirus_HKU1,0,178,0.00
2018-2019,201923,06/08/19,Upper Southern,Coronavirus_NL63,0,178,0.00
2018-2019,201923,06/08/19,Upper Southern,Coronavirus_OC43,0,178,0.00
2018-2019,201923,06/08/19,Upper Southern,Coronavirus_229E,0,178,0.00
2018-2019,201923,06/08/19,Upper Southern,Coronavirus_UnknownType,0,178,0.00
2018-2019,201923,06/08/19,Upper Southern,Total_Coronavirus,0,178,0.00
2018-2019,201923,06/08/19,Upper Southern,Enterovirus_Rhinovirus,77,314,24.52
2018-2019,201923,06/08/19,Upper Southern,HMPV,8,314,2.55
2018-2019,201923,06/08/19,Upper Southern,Parainfluenza_1,1,314,0.32
2018-2019,201923,06/08/19,Upper Southern,Parainfluenza_2,0,314,0.00
2018-2019,201923,06/08/19,Upper Southern,Parainfluenza_3,35,314,11.15
2018-2019,201923,06/08/19,Upper Southern,Parainfluenza_4,0,314,0.00
2018-2019,201923,06/08/19,Upper Southern,Parainfluenza_UnknownType,0,314,0.00
2018-2019,201923,06/08/19,Upper Southern,Total_Parainfluenza,36,314,11.46
2018-2019,201923,06/08/19,Upper/Lower Southern,Influenza_A,4,638,0.63
2018-2019,201923,06/08/19,Upper/Lower Southern,Influenza_B,5,638,0.78
2018-2019,201923,06/08/19,Upper/Lower Southern,Total_Influenza,9,638,1.41
2018-2019,201923,06/08/19,Upper/Lower Southern,RSV,9,638,1.41
2018-2019,201923,06/08/19,Upper/Lower Southern,Adenovirus,41,638,6.43
2018-2019,201923,06/08/19,Upper/Lower Southern,Coronavirus_HKU1,0,638,0.00
2018-2019,201923,06/08/19,Upper/Lower Southern,Coronavirus_NL63,0,638,0.00
2018-2019,201923,06/08/19,Upper/Lower Southern,Coronavirus_OC43,0,638,0.00
2018-2019,201923,06/08/19,Upper/Lower Southern,Coronavirus_229E,0,638,0.00
2018-2019,201923,06/08/19,Upper/Lower Southern,Coronavirus_UnknownType,4,638,0.63
2018-2019,201923,06/08/19,Upper/Lower Southern,Total_Coronavirus,4,638,0.63
2018-2019,201923,06/08/19,Upper/Lower Southern,Enterovirus_Rhinovirus,163,638,25.55
2018-2019,201923,06/08/19,Upper/Lower Southern,HMPV,14,638,2.19
2018-2019,201923,06/08/19,Upper/Lower Southern,Parainfluenza_1,2,638,0.31
2018-2019,201923,06/08/19,Upper/Lower Southern,Parainfluenza_2,1,638,0.16
2018-2019,201923,06/08/19,Upper/Lower Southern,Parainfluenza_3,56,638,8.78
2018-2019,201923,06/08/19,Upper/Lower Southern,Parainfluenza_4,0,638,0.00
2018-2019,201923,06/08/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,638,0.00
2018-2019,201923,06/08/19,Upper/Lower Southern,Total_Parainfluenza,59,638,9.25
2018-2019,201924,06/15/19,Bay Area,Influenza_A,6,273,2.20
2018-2019,201924,06/15/19,Bay Area,Influenza_B,0,273,0.00
2018-2019,201924,06/15/19,Bay Area,Total_Influenza,6,273,2.20
2018-2019,201924,06/15/19,Bay Area,RSV,1,273,0.37
2018-2019,201924,06/15/19,Bay Area,Adenovirus,14,245,5.71
2018-2019,201924,06/15/19,Bay Area,Coronavirus_HKU1,0,0,
2018-2019,201924,06/15/19,Bay Area,Coronavirus_NL63,0,0,
2018-2019,201924,06/15/19,Bay Area,Coronavirus_OC43,0,0,
2018-2019,201924,06/15/19,Bay Area,Coronavirus_229E,0,0,
2018-2019,201924,06/15/19,Bay Area,Coronavirus_UnknownType,0,0,
2018-2019,201924,06/15/19,Bay Area,Total_Coronavirus,0,0,
2018-2019,201924,06/15/19,Bay Area,Enterovirus_Rhinovirus,25,245,10.20
2018-2019,201924,06/15/19,Bay Area,HMPV,5,245,2.04
2018-2019,201924,06/15/19,Bay Area,Parainfluenza_1,0,245,0.00
2018-2019,201924,06/15/19,Bay Area,Parainfluenza_2,0,245,0.00
2018-2019,201924,06/15/19,Bay Area,Parainfluenza_3,20,245,8.16
2018-2019,201924,06/15/19,Bay Area,Parainfluenza_4,1,245,0.41
2018-2019,201924,06/15/19,Bay Area,Parainfluenza_UnknownType,0,245,0.00
2018-2019,201924,06/15/19,Bay Area,Total_Parainfluenza,21,245,8.57
2018-2019,201924,06/15/19,California,Influenza_A,11,1436,0.77
2018-2019,201924,06/15/19,California,Influenza_B,5,1436,0.35
2018-2019,201924,06/15/19,California,Total_Influenza,16,1436,1.11
2018-2019,201924,06/15/19,California,RSV,7,1418,0.49
2018-2019,201924,06/15/19,California,Adenovirus,50,1329,3.76
2018-2019,201924,06/15/19,California,Coronavirus_HKU1,0,890,0.00
2018-2019,201924,06/15/19,California,Coronavirus_NL63,0,890,0.00
2018-2019,201924,06/15/19,California,Coronavirus_OC43,0,890,0.00
2018-2019,201924,06/15/19,California,Coronavirus_229E,0,890,0.00
2018-2019,201924,06/15/19,California,Coronavirus_UnknownType,11,890,1.24
2018-2019,201924,06/15/19,California,Total_Coronavirus,11,890,1.24
2018-2019,201924,06/15/19,California,Enterovirus_Rhinovirus,304,1329,22.87
2018-2019,201924,06/15/19,California,HMPV,25,1329,1.88
2018-2019,201924,06/15/19,California,Parainfluenza_1,2,1329,0.15
2018-2019,201924,06/15/19,California,Parainfluenza_2,0,1329,0.00
2018-2019,201924,06/15/19,California,Parainfluenza_3,76,1329,5.72
2018-2019,201924,06/15/19,California,Parainfluenza_4,1,1329,0.08
2018-2019,201924,06/15/19,California,Parainfluenza_UnknownType,0,1329,0.00
2018-2019,201924,06/15/19,California,Total_Parainfluenza,79,1329,5.94
2018-2019,201924,06/15/19,Central,Influenza_A,1,70,1.43
2018-2019,201924,06/15/19,Central,Influenza_B,0,70,0.00
2018-2019,201924,06/15/19,Central,Total_Influenza,1,70,1.43
2018-2019,201924,06/15/19,Central,RSV,1,70,1.43
2018-2019,201924,06/15/19,Central,Adenovirus,2,70,2.86
2018-2019,201924,06/15/19,Central,Coronavirus_HKU1,0,62,0.00
2018-2019,201924,06/15/19,Central,Coronavirus_NL63,0,62,0.00
2018-2019,201924,06/15/19,Central,Coronavirus_OC43,0,62,0.00
2018-2019,201924,06/15/19,Central,Coronavirus_229E,0,62,0.00
2018-2019,201924,06/15/19,Central,Coronavirus_UnknownType,5,62,8.06
2018-2019,201924,06/15/19,Central,Total_Coronavirus,5,62,8.06
2018-2019,201924,06/15/19,Central,Enterovirus_Rhinovirus,20,70,28.57
2018-2019,201924,06/15/19,Central,HMPV,2,70,2.86
2018-2019,201924,06/15/19,Central,Parainfluenza_1,1,70,1.43
2018-2019,201924,06/15/19,Central,Parainfluenza_2,0,70,0.00
2018-2019,201924,06/15/19,Central,Parainfluenza_3,2,70,2.86
2018-2019,201924,06/15/19,Central,Parainfluenza_4,0,70,0.00
2018-2019,201924,06/15/19,Central,Parainfluenza_UnknownType,0,70,0.00
2018-2019,201924,06/15/19,Central,Total_Parainfluenza,3,70,4.29
2018-2019,201924,06/15/19,Lower Southern,Influenza_A,2,108,1.85
2018-2019,201924,06/15/19,Lower Southern,Influenza_B,2,108,1.85
2018-2019,201924,06/15/19,Lower Southern,Total_Influenza,4,108,3.70
2018-2019,201924,06/15/19,Lower Southern,RSV,0,98,0.00
2018-2019,201924,06/15/19,Lower Southern,Adenovirus,9,71,12.68
2018-2019,201924,06/15/19,Lower Southern,Coronavirus_HKU1,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Coronavirus_NL63,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Coronavirus_OC43,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Coronavirus_229E,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Coronavirus_UnknownType,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Total_Coronavirus,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Enterovirus_Rhinovirus,22,71,30.99
2018-2019,201924,06/15/19,Lower Southern,HMPV,3,71,4.23
2018-2019,201924,06/15/19,Lower Southern,Parainfluenza_1,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Parainfluenza_2,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Parainfluenza_3,5,71,7.04
2018-2019,201924,06/15/19,Lower Southern,Parainfluenza_4,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Parainfluenza_UnknownType,0,71,0.00
2018-2019,201924,06/15/19,Lower Southern,Total_Parainfluenza,5,71,7.04
2018-2019,201924,06/15/19,Northern,Influenza_A,0,49,0.00
2018-2019,201924,06/15/19,Northern,Influenza_B,0,49,0.00
2018-2019,201924,06/15/19,Northern,Total_Influenza,0,49,0.00
2018-2019,201924,06/15/19,Northern,RSV,0,45,0.00
2018-2019,201924,06/15/19,Northern,Adenovirus,3,42,7.14
2018-2019,201924,06/15/19,Northern,Coronavirus_HKU1,0,0,
2018-2019,201924,06/15/19,Northern,Coronavirus_NL63,0,0,
2018-2019,201924,06/15/19,Northern,Coronavirus_OC43,0,0,
2018-2019,201924,06/15/19,Northern,Coronavirus_229E,0,0,
2018-2019,201924,06/15/19,Northern,Coronavirus_UnknownType,0,0,
2018-2019,201924,06/15/19,Northern,Total_Coronavirus,0,0,
2018-2019,201924,06/15/19,Northern,Enterovirus_Rhinovirus,0,42,0.00
2018-2019,201924,06/15/19,Northern,HMPV,0,42,0.00
2018-2019,201924,06/15/19,Northern,Parainfluenza_1,0,42,0.00
2018-2019,201924,06/15/19,Northern,Parainfluenza_2,0,42,0.00
2018-2019,201924,06/15/19,Northern,Parainfluenza_3,4,42,9.52
2018-2019,201924,06/15/19,Northern,Parainfluenza_4,0,42,0.00
2018-2019,201924,06/15/19,Northern,Parainfluenza_UnknownType,0,42,0.00
2018-2019,201924,06/15/19,Northern,Total_Parainfluenza,4,42,9.52
2018-2019,201924,06/15/19,Upper Southern,Influenza_A,0,338,0.00
2018-2019,201924,06/15/19,Upper Southern,Influenza_B,0,338,0.00
2018-2019,201924,06/15/19,Upper Southern,Total_Influenza,0,338,0.00
2018-2019,201924,06/15/19,Upper Southern,RSV,2,334,0.60
2018-2019,201924,06/15/19,Upper Southern,Adenovirus,4,303,1.32
2018-2019,201924,06/15/19,Upper Southern,Coronavirus_HKU1,0,159,0.00
2018-2019,201924,06/15/19,Upper Southern,Coronavirus_NL63,0,159,0.00
2018-2019,201924,06/15/19,Upper Southern,Coronavirus_OC43,0,159,0.00
2018-2019,201924,06/15/19,Upper Southern,Coronavirus_229E,0,159,0.00
2018-2019,201924,06/15/19,Upper Southern,Coronavirus_UnknownType,0,159,0.00
2018-2019,201924,06/15/19,Upper Southern,Total_Coronavirus,0,159,0.00
2018-2019,201924,06/15/19,Upper Southern,Enterovirus_Rhinovirus,97,303,32.01
2018-2019,201924,06/15/19,Upper Southern,HMPV,4,303,1.32
2018-2019,201924,06/15/19,Upper Southern,Parainfluenza_1,1,303,0.33
2018-2019,201924,06/15/19,Upper Southern,Parainfluenza_2,0,303,0.00
2018-2019,201924,06/15/19,Upper Southern,Parainfluenza_3,10,303,3.30
2018-2019,201924,06/15/19,Upper Southern,Parainfluenza_4,0,303,0.00
2018-2019,201924,06/15/19,Upper Southern,Parainfluenza_UnknownType,0,303,0.00
2018-2019,201924,06/15/19,Upper Southern,Total_Parainfluenza,11,303,3.63
2018-2019,201924,06/15/19,Upper/Lower Southern,Influenza_A,2,598,0.33
2018-2019,201924,06/15/19,Upper/Lower Southern,Influenza_B,3,598,0.50
2018-2019,201924,06/15/19,Upper/Lower Southern,Total_Influenza,5,598,0.84
2018-2019,201924,06/15/19,Upper/Lower Southern,RSV,3,598,0.50
2018-2019,201924,06/15/19,Upper/Lower Southern,Adenovirus,18,598,3.01
2018-2019,201924,06/15/19,Upper/Lower Southern,Coronavirus_HKU1,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Coronavirus_NL63,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Coronavirus_OC43,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Coronavirus_229E,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Coronavirus_UnknownType,6,598,1.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Total_Coronavirus,6,598,1.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Enterovirus_Rhinovirus,140,598,23.41
2018-2019,201924,06/15/19,Upper/Lower Southern,HMPV,11,598,1.84
2018-2019,201924,06/15/19,Upper/Lower Southern,Parainfluenza_1,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Parainfluenza_2,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Parainfluenza_3,35,598,5.85
2018-2019,201924,06/15/19,Upper/Lower Southern,Parainfluenza_4,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Parainfluenza_UnknownType,0,598,0.00
2018-2019,201924,06/15/19,Upper/Lower Southern,Total_Parainfluenza,35,598,5.85
2018-2019,201925,06/22/19,Bay Area,Influenza_A,0,226,0.00
2018-2019,201925,06/22/19,Bay Area,Influenza_B,0,226,0.00
2018-2019,201925,06/22/19,Bay Area,Total_Influenza,0,226,0.00
2018-2019,201925,06/22/19,Bay Area,RSV,3,226,1.33
2018-2019,201925,06/22/19,Bay Area,Adenovirus,11,207,5.31
2018-2019,201925,06/22/19,Bay Area,Coronavirus_HKU1,0,0,
2018-2019,201925,06/22/19,Bay Area,Coronavirus_NL63,0,0,
2018-2019,201925,06/22/19,Bay Area,Coronavirus_OC43,0,0,
2018-2019,201925,06/22/19,Bay Area,Coronavirus_229E,0,0,
2018-2019,201925,06/22/19,Bay Area,Coronavirus_UnknownType,0,0,
2018-2019,201925,06/22/19,Bay Area,Total_Coronavirus,0,0,
2018-2019,201925,06/22/19,Bay Area,Enterovirus_Rhinovirus,15,207,7.25
2018-2019,201925,06/22/19,Bay Area,HMPV,3,207,1.45
2018-2019,201925,06/22/19,Bay Area,Parainfluenza_1,0,207,0.00
2018-2019,201925,06/22/19,Bay Area,Parainfluenza_2,0,207,0.00
2018-2019,201925,06/22/19,Bay Area,Parainfluenza_3,18,207,8.70
2018-2019,201925,06/22/19,Bay Area,Parainfluenza_4,0,207,0.00
2018-2019,201925,06/22/19,Bay Area,Parainfluenza_UnknownType,0,207,0.00
2018-2019,201925,06/22/19,Bay Area,Total_Parainfluenza,18,207,8.70
2018-2019,201925,06/22/19,California,Influenza_A,4,1322,0.30
2018-2019,201925,06/22/19,California,Influenza_B,4,1322,0.30
2018-2019,201925,06/22/19,California,Total_Influenza,8,1322,0.61
2018-2019,201925,06/22/19,California,RSV,4,1281,0.31
2018-2019,201925,06/22/19,California,Adenovirus,55,1183,4.65
2018-2019,201925,06/22/19,California,Coronavirus_HKU1,0,785,0.00
2018-2019,201925,06/22/19,California,Coronavirus_NL63,0,785,0.00
2018-2019,201925,06/22/19,California,Coronavirus_OC43,0,785,0.00
2018-2019,201925,06/22/19,California,Coronavirus_229E,0,785,0.00
2018-2019,201925,06/22/19,California,Coronavirus_UnknownType,15,785,1.91
2018-2019,201925,06/22/19,California,Total_Coronavirus,15,785,1.91
2018-2019,201925,06/22/19,California,Enterovirus_Rhinovirus,218,1183,18.43
2018-2019,201925,06/22/19,California,HMPV,20,1183,1.69
2018-2019,201925,06/22/19,California,Parainfluenza_1,4,1183,0.34
2018-2019,201925,06/22/19,California,Parainfluenza_2,0,1183,0.00
2018-2019,201925,06/22/19,California,Parainfluenza_3,86,1183,7.27
2018-2019,201925,06/22/19,California,Parainfluenza_4,1,1183,0.08
2018-2019,201925,06/22/19,California,Parainfluenza_UnknownType,0,1183,0.00
2018-2019,201925,06/22/19,California,Total_Parainfluenza,91,1183,7.69
2018-2019,201925,06/22/19,Central,Influenza_A,1,54,1.85
2018-2019,201925,06/22/19,Central,Influenza_B,1,54,1.85
2018-2019,201925,06/22/19,Central,Total_Influenza,2,54,3.70
2018-2019,201925,06/22/19,Central,RSV,0,55,0.00
2018-2019,201925,06/22/19,Central,Adenovirus,0,54,0.00
2018-2019,201925,06/22/19,Central,Coronavirus_HKU1,0,41,0.00
2018-2019,201925,06/22/19,Central,Coronavirus_NL63,0,41,0.00
2018-2019,201925,06/22/19,Central,Coronavirus_OC43,0,41,0.00
2018-2019,201925,06/22/19,Central,Coronavirus_229E,0,41,0.00
2018-2019,201925,06/22/19,Central,Coronavirus_UnknownType,12,41,29.27
2018-2019,201925,06/22/19,Central,Total_Coronavirus,12,41,29.27
2018-2019,201925,06/22/19,Central,Enterovirus_Rhinovirus,13,54,24.07
2018-2019,201925,06/22/19,Central,HMPV,2,54,3.70
2018-2019,201925,06/22/19,Central,Parainfluenza_1,0,54,0.00
2018-2019,201925,06/22/19,Central,Parainfluenza_2,0,54,0.00
2018-2019,201925,06/22/19,Central,Parainfluenza_3,4,54,7.41
2018-2019,201925,06/22/19,Central,Parainfluenza_4,1,54,1.85
2018-2019,201925,06/22/19,Central,Parainfluenza_UnknownType,0,54,0.00
2018-2019,201925,06/22/19,Central,Total_Parainfluenza,5,54,9.26
2018-2019,201925,06/22/19,Lower Southern,Influenza_A,1,110,0.91
2018-2019,201925,06/22/19,Lower Southern,Influenza_B,1,110,0.91
2018-2019,201925,06/22/19,Lower Southern,Total_Influenza,2,110,1.82
2018-2019,201925,06/22/19,Lower Southern,RSV,0,76,0.00
2018-2019,201925,06/22/19,Lower Southern,Adenovirus,8,61,13.11
2018-2019,201925,06/22/19,Lower Southern,Coronavirus_HKU1,0,61,0.00
2018-2019,201925,06/22/19,Lower Southern,Coronavirus_NL63,0,61,0.00
